0,-3.0215256214141846
50,-3.5462498664855957
100,-3.833407163619995
150,-4.119619846343994
200,-4.265141010284424
250,-4.486807346343994
300,-4.4315996170043945
350,-4.411834239959717
400,-4.306021690368652
450,-4.401885032653809
500,-4.28125524520874
550,-4.306787967681885
600,-4.090117931365967
650,-3.8132200241088867
700,-3.7639153003692627
750,-3.7654852867126465
800,-3.6964800357818604
850,-3.504955768585205
900,-3.4573802947998047
950,-3.439591407775879
1000,-3.4583585262298584
1050,-3.189427614212036
1100,-3.2674460411071777
1150,-3.2774972915649414
1200,-3.287846803665161
1250,-3.297661066055298
1300,-3.309243679046631
1350,-3.3104288578033447
1400,-3.3098511695861816
1450,-3.3136491775512695
1500,-3.317507028579712
1550,-3.3205654621124268
1600,-3.323763370513916
1650,-3.3259685039520264
1700,-3.3264946937561035
1750,-3.327394962310791
1800,-3.327720880508423
1850,-3.3278801441192627
1900,-3.3260982036590576
1950,-3.3249802589416504
2000,-3.3241114616394043
