0,-0.00022155698,0.00084049243,-0.0039936313
50,-0.04521121,-0.031218575,-0.0026466285
100,-0.08924799,-0.06909241,0.004567099
150,-0.08030713,-0.041145988,0.033116702
200,-0.097709596,-0.007867053,0.07280817
250,-0.10197389,0.0025023085,0.11292135
300,-0.096114285,0.021388356,0.14079082
350,-0.10218493,0.026661001,0.15138552
400,-0.09913456,0.02519156,0.16007343
450,-0.085363545,0.021664828,0.14991613
500,-0.08027217,0.023179341,0.14629632
550,-0.077728845,0.027287543,0.14428481
600,-0.080896415,0.02078232,0.14879908
650,-0.06425328,0.019536633,0.14569598
700,-0.059143413,0.01511365,0.13819824
750,-0.044090226,0.012399657,0.13696665
800,-0.044822652,0.016742723,0.14568573
850,-0.03979236,0.011607634,0.13535088
900,-0.028641932,0.012361229,0.12510672
950,-0.013469089,0.01315853,0.122524984
1000,0.0010527681,0.015915623,0.116986685
1050,-0.006774607,0.008924737,0.109128945
1100,-0.0004065773,0.011175847,0.10516809
1150,0.002245395,0.012700626,0.102442294
1200,0.004594058,0.01422229,0.103462614
1250,0.0076408717,0.015585682,0.10394995
1300,0.008700011,0.015593465,0.10474291
1350,0.010081461,0.015719304,0.1040047
1400,0.010896691,0.015982796,0.10314019
1450,0.010030974,0.016116701,0.10215916
1500,0.009003552,0.016395953,0.10163783
1550,0.008136782,0.016367076,0.101001725
1600,0.00760251,0.0165017,0.09989307
1650,0.0068014404,0.016222116,0.09888437
1700,0.0060694143,0.01589922,0.09850637
1750,0.0052073845,0.015671544,0.098588705
1800,0.0050299345,0.015730578,0.09867268
1850,0.0049666422,0.015656186,0.09836046
1900,0.0048596156,0.0155764,0.098349415
1950,0.0047352626,0.015493914,0.09849074
2000,0.004611621,0.015243026,0.098350905
