0,0.33537266,-0.05514484,0.0915937,0.025708266
50,0.2522766,0.049987998,0.22722399,0.108503215
100,0.08507996,0.27542275,0.4803722,0.27790412
150,0.055297438,0.8727437,1.19653,0.8200583
200,0.12118755,1.6393532,1.961846,1.4118952
250,0.11165735,2.1147454,2.2902613,1.4530234
300,0.075511135,2.6350029,2.5255857,1.6689732
350,0.11433035,2.825632,2.52719,1.6804411
400,0.12523876,2.9336169,2.6143103,1.7160109
450,0.13870549,2.967246,2.7213912,1.6858811
500,0.14980608,3.039955,2.6857631,1.7207099
550,0.15150116,3.108303,2.6836507,1.7584277
600,0.18996957,3.1787057,2.7047098,1.7653078
650,0.1838643,3.261793,2.6947412,1.7251953
700,0.1455245,3.3420537,2.6308591,1.7987245
750,0.14409356,3.3802733,2.6173594,1.7625787
800,0.1423167,3.3306177,2.617455,1.7307189
850,0.13247573,3.3680477,2.644819,1.6429946
900,0.08214041,3.3907194,2.682061,1.613404
950,0.087887324,3.4163141,2.6593685,1.5824537
1000,0.17759794,3.3054192,2.6646967,1.5472189
1050,0.1331096,3.283941,2.703673,1.4841311
1100,0.13087438,3.2856581,2.6955752,1.4851738
1150,0.1364367,3.2867687,2.6943474,1.4866506
1200,0.13709141,3.2862537,2.6934493,1.4842335
1250,0.14019455,3.285289,2.6929965,1.4824772
1300,0.14010836,3.2870018,2.6928103,1.4817902
1350,0.1390066,3.2870872,2.6920724,1.4805536
1400,0.13861534,3.2862835,2.6913965,1.4800273
1450,0.13818675,3.2851684,2.6914735,1.480394
1500,0.13700694,3.285615,2.6914957,1.4802682
1550,0.13698968,3.2868085,2.6913152,1.4795896
1600,0.13626356,3.286957,2.6909153,1.4793141
1650,0.13673624,3.2869918,2.69109,1.4802306
1700,0.1368454,3.2873495,2.6909702,1.4797946
1750,0.13694671,3.2876163,2.6906285,1.4794602
1800,0.13695656,3.288011,2.6904554,1.4797367
1850,0.13703765,3.2879252,2.6902041,1.4805089
1900,0.13657321,3.2883046,2.689976,1.4806142
1950,0.13626608,3.2886255,2.6898282,1.4804839
2000,0.13640174,3.2889283,2.6897051,1.480677
