1,-0.0007608752348460257,0.0,0.0
10,-0.0026120194233953953,-0.004539042711257935,-0.009998011402785778
20,0.0025956938043236732,0.006910515949130058,-0.005199410952627659
30,0.01133948564529419,0.009599635377526283,0.015218473970890045
40,0.020207518711686134,0.016962775960564613,0.01574774831533432
50,0.018090659752488136,0.011750428006052971,0.01145276427268982
60,0.011618406511843204,0.01261274516582489,0.003982865251600742
70,0.016832279041409492,0.018706906586885452,-0.00034799822606146336
80,0.015175726264715195,0.016658160835504532,0.003567286068573594
90,0.018925582990050316,0.015199732966721058,0.003057680791243911
100,0.024758055806159973,0.019538696855306625,0.012690989300608635
110,0.04647248238325119,0.022252259775996208,0.01408430840820074
120,0.04379047080874443,0.023243673145771027,0.016364961862564087
130,0.04421142116189003,0.018879743292927742,0.016247829422354698
140,0.0502997525036335,0.02540392428636551,0.016381945461034775
150,0.06182624772191048,0.023958532139658928,0.015171579085290432
160,0.06481587141752243,0.028444331139326096,0.02035369910299778
170,0.07157588750123978,0.03131132200360298,0.02343166433274746
180,0.07698724418878555,0.02666042000055313,0.023647908121347427
190,0.08978459239006042,0.028584059327840805,0.020989932119846344
200,0.08978459239006042,0.02957913465797901,0.02246013469994068
210,0.08743208646774292,0.03465581685304642,0.024671558290719986
220,0.09571165591478348,0.03387507051229477,0.022068779915571213
230,0.09485197067260742,0.027754515409469604,0.024957876652479172
240,0.10070663690567017,0.026938894763588905,0.025903286412358284
250,0.10351154953241348,0.022882014513015747,0.0259336419403553
260,0.1042298898100853,0.023712189868092537,0.019090497866272926
270,0.1067998856306076,0.022772401571273804,0.017211956903338432
280,0.10691475123167038,0.022243056446313858,0.01580682583153248
290,0.10764658451080322,0.020773768424987793,0.015245532616972923
300,0.10387332737445831,0.01967870444059372,0.019850151613354683
310,0.10906954109668732,0.020510490983724594,0.01846001110970974
320,0.11367680877447128,0.022355113178491592,0.019618425518274307
330,0.11622457206249237,0.02066044881939888,0.017598114907741547
340,0.1103794202208519,0.018319791182875633,0.011576580815017223
350,0.11394254118204117,0.019598206505179405,0.011788462288677692
360,0.10846343636512756,0.01711532659828663,0.013331319205462933
370,0.10822438448667526,0.01625065878033638,0.012590375728905201
380,0.10925797373056412,0.013924305327236652,0.008616859093308449
390,0.11319521069526672,0.01401926763355732,0.007518975529819727
400,0.1082218587398529,0.014340492896735668,0.0077592758461833
410,0.10852779448032379,0.01629437878727913,0.00666475435718894
420,0.10852779448032379,0.012371980585157871,0.01017644815146923
430,0.10476730018854141,0.01183486171066761,0.00907725840806961
