1,0.05443602427840233,2.480224132537842,2.1764752864837646,1.7864344120025635
10,0.050585582852363586,2.4750077724456787,2.1661221981048584,1.7605870962142944
20,0.08774659037590027,2.4581332206726074,2.1498444080352783,1.7326780557632446
30,0.09606647491455078,2.441835403442383,2.1434099674224854,1.7216991186141968
40,0.07646415382623672,2.4186174869537354,2.1423497200012207,1.7214515209197998
50,0.07252807915210724,2.423339605331421,2.156024932861328,1.7416191101074219
60,0.044068843126297,2.4508328437805176,2.1332008838653564,1.7546453475952148
70,0.04092992842197418,2.4817981719970703,2.1424400806427,1.7911444902420044
80,0.027426065877079964,2.5120298862457275,2.1541366577148438,1.79148530960083
90,0.022770624607801437,2.507301092147827,2.1907522678375244,1.809587836265564
100,0.02662990614771843,2.5375876426696777,2.202939748764038,1.8238744735717773
110,0.04985397681593895,2.5716681480407715,2.1978492736816406,1.8219451904296875
120,0.04907240346074104,2.5966989994049072,2.182835578918457,1.8206700086593628
130,0.06034443527460098,2.5934526920318604,2.1967082023620605,1.8121861219406128
140,0.03430420532822609,2.5957915782928467,2.2596004009246826,1.8169958591461182
150,0.03776483237743378,2.5962932109832764,2.2498624324798584,1.8297655582427979
160,0.045302994549274445,2.6201870441436768,2.285618782043457,1.8313790559768677
170,0.0621674582362175,2.635695219039917,2.2870397567749023,1.8675917387008667
180,0.07057228684425354,2.6820566654205322,2.3040273189544678,1.8678820133209229
190,0.07365438342094421,2.729100465774536,2.323155403137207,1.8343901634216309
200,0.03781430423259735,2.743598461151123,2.2941579818725586,1.819825530052185
210,0.058980539441108704,2.7402055263519287,2.331115245819092,1.8010737895965576
220,0.04619719833135605,2.758582353591919,2.342315673828125,1.7972420454025269
230,0.031658582389354706,2.811770439147949,2.3625450134277344,1.8457696437835693
240,0.05572298914194107,2.841799259185791,2.368830919265747,1.8513723611831665
250,0.06187087297439575,2.886791944503784,2.3655807971954346,1.8842484951019287
260,0.057289816439151764,2.9548985958099365,2.3891711235046387,1.943189263343811
270,0.06350108981132507,2.9956302642822266,2.4282002449035645,1.963258147239685
280,0.05385389178991318,3.0423495769500732,2.4714601039886475,1.9617538452148438
290,0.05112086981534958,3.067488431930542,2.4998860359191895,1.977210283279419
300,0.04007566347718239,3.078376054763794,2.489914894104004,1.9780116081237793
310,0.05303799360990524,3.0610580444335938,2.508181095123291,1.9891678094863892
320,0.08193693310022354,3.089683771133423,2.5183157920837402,2.0360429286956787
330,0.084211565554142,3.087711811065674,2.5246403217315674,2.0305657386779785
340,0.11120063066482544,3.1228034496307373,2.5445618629455566,2.0176310539245605
350,0.11404503881931305,3.13515567779541,2.5609147548675537,2.0327348709106445
360,0.10340199619531631,3.1476025581359863,2.531672716140747,2.030975103378296
370,0.08976857364177704,3.135876417160034,2.514616012573242,2.0142576694488525
380,0.0867694839835167,3.157372236251831,2.495579719543457,2.0034849643707275
390,0.08987685292959213,3.1651065349578857,2.469949245452881,1.9815746545791626
400,0.09568405896425247,3.156789779663086,2.427696704864502,1.9650094509124756
410,0.10364113003015518,3.186959743499756,2.4601874351501465,1.9259589910507202
420,0.10074698179960251,3.2073659896850586,2.447603940963745,1.9467240571975708
430,0.1014130711555481,3.2726855278015137,2.4799625873565674,1.9837859869003296
440,0.08184713870286942,3.2730069160461426,2.468539237976074,1.9858702421188354
450,0.09240935742855072,3.2853143215179443,2.4853439331054688,1.9681452512741089
460,0.14332719147205353,3.2906248569488525,2.487866163253784,1.994455099105835
470,0.1348399519920349,3.3093457221984863,2.5048141479492188,2.0480093955993652
480,0.10462875664234161,3.27406907081604,2.533965826034546,2.0391879081726074
490,0.09804411977529526,3.2490923404693604,2.543938398361206,2.029202938079834
500,0.12016522139310837,3.27435302734375,2.6115334033966064,2.047236442565918
510,0.08906131982803345,3.2673826217651367,2.5982460975646973,2.101177453994751
520,0.09184034913778305,3.270463228225708,2.568776845932007,2.1051533222198486
530,0.08665753155946732,3.2717926502227783,2.5681073665618896,2.0936331748962402
540,0.1150689646601677,3.2717926502227783,2.554671049118042,2.0919551849365234
550,0.12490489333868027,3.275102138519287,2.558027982711792,2.103877067565918
560,0.08175012469291687,3.313448429107666,2.5413894653320312,2.074673652648926
570,0.10739724338054657,3.319366455078125,2.5373899936676025,2.059372663497925
580,0.10657253861427307,3.3490846157073975,2.547149658203125,2.0418663024902344
590,0.07823026925325394,3.332817554473877,2.5536391735076904,2.041350841522217
600,0.08821910619735718,3.3588428497314453,2.5747063159942627,2.0291643142700195
610,0.09642236679792404,3.384063243865967,2.6012556552886963,2.0577127933502197
620,0.09877477586269379,3.354757308959961,2.5873756408691406,2.05462646484375
630,0.0967734307050705,3.3507747650146484,2.604501485824585,2.063584566116333
640,0.11517893522977829,3.351957321166992,2.5944294929504395,2.0751988887786865
650,0.1275435835123062,3.350717782974243,2.6035077571868896,2.066882848739624
660,0.11288607865571976,3.3612008094787598,2.5902769565582275,2.056603193283081
670,0.10378533601760864,3.334850549697876,2.6281964778900146,2.0402309894561768
680,0.07114361226558685,3.306924819946289,2.590841054916382,2.083167552947998
690,0.07952550798654556,3.299414873123169,2.5794436931610107,2.0867416858673096
700,0.05800726264715195,3.2966489791870117,2.6093385219573975,2.0519304275512695
710,0.0707198977470398,3.300164222717285,2.60270357131958,2.059852123260498
720,0.07075708359479904,3.2889938354492188,2.601882219314575,2.0753774642944336
730,0.09238901734352112,3.2744035720825195,2.6032586097717285,2.0771141052246094
